timeStamp,elapsed,bytes,grpThreads,allThreads,Latency
1526044948459,43,3831,112,111,43
1526044948428,74,3860,112,111,74
1526044948433,70,3928,112,111,70
1526044948461,42,3799,112,111,42
1526044948403,100,3734,112,111,100
1526044948461,42,3842,112,111,42
1526044948454,50,3767,112,111,50
1526044948431,74,3727,112,111,74
1526044948454,52,3738,112,111,52
1526044948453,54,3784,112,111,54
1526044948455,53,3850,112,111,53
1526044948456,54,3767,112,111,54
1526044948457,54,3848,112,111,54
1526044948463,48,3757,112,111,48
1526044948455,57,3887,112,111,56
1526044948464,48,3661,112,111,48
1526044948457,56,3904,112,111,56
1526044948465,48,3701,112,111,48
1526044948466,48,3719,112,111,48
1526044948471,43,3767,112,111,43
1526044948467,48,3902,112,111,48
1526044948440,75,3928,112,111,75
1526044948468,48,3767,112,111,48
1526044948469,47,3832,112,111,47
1526044948473,44,3774,112,111,44
1526044948441,77,3848,112,111,77
1526044948442,76,3814,112,111,76
1526044948470,49,3815,112,111,49
1526044948432,87,3876,112,111,87
1526044948441,79,3872,112,111,79
1526044948474,46,3719,112,111,46
1526044948474,47,3783,112,111,47
1526044948472,50,3892,112,111,50
1526044948462,60,3721,112,111,42
1526044948442,81,3902,112,111,81
1526044948459,64,3830,112,111,64
1526044948441,83,3887,112,111,83
1526044948460,64,3721,112,111,64
1526044948467,58,3757,112,111,58
1526044948469,56,3824,112,111,56
1526044948461,65,3804,112,111,64
1526044948466,60,3810,112,111,60
1526044948462,64,3892,112,111,64
1526044948471,55,3747,112,111,55
1526044948465,62,3849,112,111,62
1526044948469,58,3779,112,111,58
1526044948464,64,3727,112,111,64
1526044948464,65,3928,113,111,65
1526044948458,71,3709,113,111,71
1526044948470,60,3806,113,111,60
1526044948458,72,3842,113,111,72
1526044948468,63,3835,113,111,63
1526044948460,71,3830,113,111,71
1526044948472,60,3684,113,111,60
1526044948462,71,3860,113,111,71
1526044948466,68,3706,113,111,67
1526044948463,71,3809,113,111,71
1526044948405,130,3977,113,111,130
1526044948457,80,3744,113,112,80
1526044948470,68,3953,114,112,68
1526044948469,70,3718,114,113,70
1526044948482,58,3846,114,113,58
1526044948476,64,3812,114,113,64
1526044948477,64,3806,114,113,64
1526044948484,58,3994,114,113,58
1526044948484,58,3744,114,113,58
1526044948480,63,3830,114,113,63
1526044948486,57,3779,114,113,57
1526044948477,71,3757,115,114,71
1526044948495,53,3873,115,114,53
1526044948477,73,3831,115,114,73
1526044948479,72,3928,115,114,72
1526044948479,73,3718,115,114,73
1526044948429,124,4028,115,114,124
1526044948480,74,3745,115,114,74
1526044948481,74,3734,115,114,74
1526044948482,74,3829,115,114,74
1526044948512,45,3761,115,114,45
1526044948483,74,3733,115,114,74
1526044948485,74,3994,115,114,73
1526044948500,59,3844,116,114,59
1526044948487,73,3860,116,115,73
1526044948501,59,3727,116,115,59
1526044948490,71,3912,116,115,71
1526044948502,59,3718,116,115,59
1526044948490,72,3718,117,115,72
1526044948505,57,3841,117,116,57
1526044948492,71,3773,117,116,71
1526044948493,71,3977,117,116,71
1526044948488,77,3798,117,116,77
1526044948516,50,3873,117,116,49
1526044948517,49,3812,117,116,49
1526044948482,84,3839,117,116,84
1526044948489,79,3767,117,116,79
1526044948494,75,3994,117,116,75
1526044948513,56,3818,117,116,56
1526044948491,79,3744,117,116,79
1526044948483,88,3820,117,116,88
1526044948521,50,3809,117,116,50
1526044948493,79,3684,117,116,79
1526044948520,52,3767,117,116,52
1526044948480,93,3902,117,116,93
1526044948515,58,3674,117,116,58
1526044948482,92,3829,117,116,92
1526044948517,57,3727,117,116,57
1526044948501,74,3701,117,116,74
1526044948505,70,3818,117,116,70
1526044948485,91,3773,117,116,91
1526044948488,89,3716,118,116,89
1526044948487,91,3846,118,117,91
1526044948489,90,3895,118,117,90
1526044948490,90,3774,118,117,90
1526044948518,63,3745,118,117,63
1526044948518,64,3745,119,118,64
1526044948481,101,3869,119,118,101
1526044948519,64,3716,119,118,64
1526044948519,64,3784,119,118,64
1526044948511,72,3784,119,118,72
1526044948522,63,3781,119,118,63
1526044948527,59,3804,119,118,58
1526044948526,60,3847,119,118,60
1526044948528,59,3781,120,118,59
1526044948514,74,3902,120,118,74
1526044948534,55,3786,120,119,55
1526044948523,66,3809,120,119,66
1526044948520,70,3892,120,119,70
1526044948531,60,3674,120,119,60
1526044948532,59,3674,120,119,59
1526044948504,87,3902,120,119,87
1526044948533,59,3747,120,120,59
1526044948537,56,3734,120,120,56
1526044948515,78,3885,120,120,78
1526044948539,54,3814,120,120,54
1526044948498,96,3756,120,120,96
1526044948525,69,3691,120,120,69
1526044948542,53,3806,120,120,53
1526044948542,54,3809,120,120,53
1526044948538,58,3928,121,120,58
1526044948529,67,3860,121,120,67
1526044948500,97,3666,121,120,97
1526044948537,60,3839,121,120,60
1526044948524,62,3756,121,120,62
1526044948501,97,3738,121,120,97
1526044948495,103,3756,121,120,103
1526044948535,64,3824,121,120,64
1526044948544,55,3725,121,120,55
1526044948526,74,3818,121,120,74
1526044948549,52,3761,121,120,52
1526044948551,50,3779,121,120,50
1526044948540,61,3842,121,120,61
1526044948525,76,3848,121,120,76
1526044948516,78,3745,120,120,78
1526044948552,50,3876,121,120,50
1526044948539,61,3701,121,120,61
1526044948502,101,3860,121,120,90
1526044948513,81,3716,120,120,81
1526044948502,101,3823,121,120,101
1526044948497,97,3928,120,120,97
1526044948556,48,3779,121,120,48
1526044948557,47,3902,121,120,47
1526044948558,47,3798,121,120,47
1526044948559,46,3847,121,120,46
1526044948503,103,3792,121,120,103
1526044948559,47,3895,121,120,47
1526044948560,46,3899,121,120,46
1526044948496,105,3835,121,120,105
1526044948509,98,3734,121,120,98
1526044948560,47,3835,121,120,47
1526044948533,75,3873,121,120,75
1526044948566,43,3832,121,120,43
1526044948532,78,3928,121,120,78
1526044948518,72,3674,120,119,72
1526044948572,39,3810,121,120,39
1526044948543,68,3804,121,120,68
1526044948549,63,3812,121,120,63
1526044948574,38,3905,121,120,38
1526044948573,40,3752,121,120,40
1526044948555,58,3837,121,120,58
1526044948563,51,3809,121,120,51
1526044948570,45,3756,121,120,45
1526044948542,73,3733,121,120,73
1526044948576,39,3674,121,120,39
1526044948569,48,3812,121,120,48
1526044948580,41,3895,121,120,41
1526044948585,36,3824,121,120,36
1526044948585,40,3812,122,120,40
1526044948588,38,3839,122,120,38
1526044948589,39,3905,122,120,39
1526044948595,33,3798,122,120,33
1526044948605,47,3799,122,120,46
1526044948604,48,3837,122,120,48
1526044948606,47,3815,122,120,47
1526044948652,1,3756,122,120,1
1526044948603,50,3842,122,120,50
1526044948652,2,3767,122,120,2
1526044948654,1,3928,122,120,0
1526044948615,40,3745,122,120,40
1526044948653,2,3757,122,120,2
1526044948655,1,3721,122,120,1
1526044948594,62,3829,122,120,62
1526044948654,2,3718,122,120,2
1526044948656,1,3792,122,120,1
1526044948595,62,3798,122,120,62
1526044948655,2,3721,122,120,2
1526044948592,66,3743,122,120,66
1526044948654,5,3904,122,120,4
1526044948595,64,3718,122,120,64
1526044948613,47,3806,122,120,47
1526044948658,2,3815,122,120,2
1526044948590,71,3783,122,120,71
1526044948611,50,3872,122,120,50
1526044948656,5,3830,122,120,5
1526044948592,70,3892,122,120,68
1526044948611,51,3805,122,120,51
1526044948656,6,3994,122,120,6
1526044948609,54,3849,122,120,54
1526044948659,4,3691,122,120,4
1526044948588,76,3849,122,120,76
1526044948605,59,3792,122,120,59
1526044948659,6,3815,122,120,6
1526044948661,4,3902,122,120,4
1526044948587,78,3994,122,120,78
1526044948602,63,3876,122,120,63
1526044948660,6,3839,122,120,6
1526044948661,5,3869,122,120,5
1526044948608,58,3818,122,120,58
1526044948662,5,3912,122,120,5
1526044948659,8,3809,122,120,8
1526044948605,62,3727,122,120,62
1526044948626,42,3876,122,120,42
1526044948660,8,3839,122,120,8
1526044948602,67,3864,122,120,67
1526044948587,82,3684,122,120,82
1526044948629,40,3977,122,120,40
1526044948607,63,3839,122,120,63
1526044948586,84,3885,122,120,84
1526044948665,6,3876,122,120,6
1526044948603,68,3738,122,120,68
1526044948666,6,3779,122,120,6
1526044948584,88,3977,122,120,88
1526044948602,70,3837,122,120,70
1526044948657,16,3799,122,120,16
1526044948583,90,3744,122,120,90
1526044948602,71,3709,122,120,71
1526044948574,100,3912,122,120,100
1526044948578,96,3889,122,120,96
1526044948602,72,3902,122,120,72
1526044948667,8,3866,122,120,8
1526044948578,97,3757,122,120,97
1526044948601,74,3773,122,120,74
1526044948666,10,3767,122,120,10
1526044948573,103,3835,122,120,103
1526044948601,75,3716,122,120,75
1526044948583,94,3661,122,120,94
1526044948601,76,3716,122,121,76
1526044948583,95,3825,122,121,95
1526044948622,56,3809,122,121,56
1526044948600,78,3873,122,121,78
1526044948526,153,3756,122,121,152
1526044948600,80,3745,122,121,80
1526044948663,17,3767,122,121,17
1526044948581,99,3786,122,121,99
1526044948600,81,3872,122,121,81
1526044948664,17,3805,122,121,17
1526044948562,119,3902,122,121,119
1526044948593,89,3784,122,121,89
1526044948671,11,3706,122,121,11
1526044948579,103,3846,122,121,103
1526044948599,84,3820,122,121,84
1526044948671,12,3815,122,121,12
1526044948544,139,3895,122,121,139
1526044948593,91,3928,122,121,91
1526044948670,14,3902,122,121,14
1526044948546,138,3716,122,121,138
1526044948598,87,3928,122,121,87
1526044948663,22,3899,122,121,22
1526044948598,88,3761,122,121,88
1526044948672,14,3889,122,121,14
1526044948597,90,3745,122,121,90
1526044948668,19,3743,122,121,19
1526044948604,64,3864,122,121,64
1526044948674,14,3752,122,121,14
1526044948669,20,3733,122,121,20
1526044948664,25,3892,122,121,25
1526044948674,16,3738,122,121,16
1526044948675,15,3824,122,121,15
1526044948678,13,3684,122,121,13
1526044948678,13,3774,122,121,13
1526044948676,16,3784,122,121,16
1526044948665,28,3734,122,121,27
1526044948679,14,3691,122,121,14
1526044948673,20,3709,122,121,20
1526044948665,29,3904,122,121,28
1526044948675,19,3889,122,121,19
1526044948673,21,3818,122,121,21
1526044948566,129,3994,122,121,129
1526044948676,19,3824,122,121,19
1526044948675,20,3820,122,121,20
1526044948563,133,3977,122,121,133
1526044948670,26,3721,122,121,26
1526044948679,17,3733,122,121,17
1526044948561,136,3835,122,121,136
1526044948662,35,3666,122,121,35
1526044948680,17,3839,122,121,17
1526044948560,138,3850,122,121,138
1526044948680,18,3848,122,121,18
1526044948682,16,3815,122,121,16
1526044948683,16,3832,122,121,16
1526044948681,18,3820,122,121,18
1526044948554,145,3784,122,121,145
1526044948681,19,3850,122,121,19
1526044948683,17,3994,122,121,17
1526044948553,147,3825,122,121,147
1526044948684,17,3846,122,121,17
1526044948684,17,3816,122,121,17
1526044948550,151,3783,122,121,151
1526044948685,17,3783,122,121,17
1526044948682,21,3798,122,121,21
1526044948572,131,3848,122,121,131
1526044948668,35,3839,122,121,35
1526044948684,20,3820,122,121,20
1526044948687,17,3832,122,121,17
1526044948573,131,3809,122,121,131
1526044948686,19,3786,122,121,19
1526044948680,25,4060,122,121,25
1526044948543,162,3892,122,121,162
1526044948686,19,3761,122,121,19
1526044948685,21,3725,122,121,21
1526044948541,165,3846,122,121,165
1526044948663,43,3783,122,121,43
1526044948688,19,3876,122,121,19
1526044948534,173,3757,122,121,173
1526044948688,19,3902,122,121,19
1526044948687,21,3866,122,121,21
1526044948571,137,3928,122,121,137
1526044948671,37,3892,122,121,37
1526044948690,19,3761,122,121,19
1526044948528,181,3829,122,121,181
1526044948661,48,3892,122,121,48
1526044948692,18,3718,122,121,18
1526044948527,184,3876,122,121,183
1526044948693,18,3849,122,121,18
1526044948667,44,3706,122,121,44
1526044948517,194,3902,122,121,194
1526044948694,18,3733,122,121,18
1526044948665,47,3718,122,121,47
1526044948695,18,3706,122,121,18
1526044948522,191,3666,122,121,191
1526044948672,41,3743,122,121,41
1526044948569,145,3994,122,121,145
1526044948689,25,3718,122,121,25
1526044948664,51,3830,122,121,50
1526044948530,185,3814,122,121,185
1526044948697,18,3783,122,121,18
1526044948658,58,3844,122,121,57
1526044948568,148,3809,122,121,148
1526044948696,20,3832,122,121,20
1526044948655,62,3743,122,121,61
1526044948567,150,3902,122,121,150
1526044948693,24,3783,122,121,24
1526044948529,189,3804,122,121,188
1526044948689,29,3756,122,121,29
1526044948694,24,3798,122,121,24
1526044948513,205,3661,122,121,205
1526044948691,28,3745,122,121,28
1526044948702,17,3814,122,121,17
1526044948512,208,3733,122,121,208
1526044948692,28,3756,122,121,28
1526044948699,21,3876,122,121,21
1526044948521,200,3738,122,121,200
1526044948690,31,3904,122,121,31
1526044948701,20,3725,122,121,20
1526044948702,20,3839,122,121,20
1526044948705,18,3783,122,121,18
1526044948510,213,3842,122,121,213
1526044948699,24,3674,122,121,24
1526044948696,27,3805,122,121,27
1526044948703,21,3810,122,121,21
1526044948695,29,4060,122,121,29
1526044948564,160,3767,122,121,160
1526044948700,25,3798,122,121,25
1526044948507,219,3820,122,121,219
1526044948696,30,3761,122,121,30
1526044948704,22,3837,122,121,22
1526044948505,222,3674,122,121,222
1526044948563,163,3895,122,121,163
1526044948693,34,3774,122,121,34
1526044948703,25,3831,122,121,25
1526044948708,21,3799,122,121,20
1526044948616,113,3830,122,121,113
1526044948704,26,3761,122,121,25
1526044948701,29,3904,122,121,29
1526044948592,138,3779,122,121,138
1526044948697,34,3757,122,121,34
1526044948610,121,3869,122,121,121
1526044948694,38,3860,122,121,38
1526044948604,128,3873,122,121,128
1526044948710,23,3812,122,121,23
1526044948591,142,3899,122,121,142
1526044948697,36,3805,122,121,36
1526044948709,25,3814,122,121,25
1526044948575,116,3902,122,121,116
1526044948700,35,3864,122,121,35
1526044948705,30,3830,122,121,30
1526044948577,113,3820,122,121,113
1526044948705,31,3809,122,121,31
1526044948575,161,3734,122,121,116
1526044948660,76,3786,122,121,76
1526044948566,171,3767,122,121,126
1526044948607,130,3860,122,121,130
1526044948612,126,3823,122,121,126
1526044948609,129,3873,122,121,129
1526044948707,31,3864,122,121,31
1526044948610,129,3767,122,121,129
1526044948715,24,3784,122,121,24
1526044948712,27,3869,122,121,27
1526044948613,127,3666,122,121,127
1526044948683,65,3767,122,122,65
1526044948713,35,3820,122,122,35
1526044948606,143,3752,123,122,143
1526044948712,37,3820,123,122,37
1526044948719,31,3701,123,122,30
1526044948606,144,3839,123,122,144
1526044948717,33,3885,123,122,33
1526044948720,31,3744,123,122,31
1526044948720,31,3928,123,122,31
1526044948674,77,3869,123,122,77
1526044948721,31,3743,123,122,31
1526044948721,31,3761,123,122,31
1526044948706,46,3718,123,122,46
1526044948722,31,3825,123,122,31
1526044948722,31,3815,123,122,31
1526044948701,52,3846,123,122,52
1526044948723,31,3719,123,122,31
1526044948724,30,3733,123,122,30
1526044948702,52,3848,123,122,52
1526044948676,79,3774,123,122,79
1526044948677,78,3809,123,122,78
1526044948725,31,3876,123,122,31
1526044948708,48,3860,123,122,48
1526044948725,32,3839,123,122,32
1526044948726,32,3661,123,122,32
1526044948726,32,3816,123,122,32
1526044948682,77,3847,123,122,77
1526044948727,32,3798,123,122,32
1526044948728,33,3850,123,122,33
1526044948724,37,3810,123,122,37
1526044948720,41,3719,123,122,41
1526044948721,41,3895,123,122,41
1526044948728,34,3718,123,122,34
1526044948723,40,3752,123,122,40
1526044948729,34,3779,123,122,34
1526044948614,149,3727,123,122,149
1526044948668,96,3718,123,122,96
1526044948733,33,3825,123,122,33
1526044948698,28,3661,122,121,28
